,date,call_arrive_time,agent_id,serve_time,score_call,type_call,score_agent,type_agent
48,11/1/2022,09:18:48,14,1032,0.0487696,3,42.85714286,1
49,11/1/2022,09:19:14,15,746,0.1263271,1,31.42857143,2
50,11/1/2022,09:19:48,16,44,0.1043384,2,33.57142857,2
51,11/1/2022,09:20:05,4,647,0.0487696,3,40,1
52,11/1/2022,09:22:10,17,290,0.0768565,2,5.555555556,4
53,11/1/2022,09:22:34,18,405,0.050788,3,32.85714286,2
54,11/1/2022,09:23:59,16,662,0.1126254,2,33.57142857,2
55,11/1/2022,09:24:18,19,1835,0.2102622,1,35.18518519,1
56,11/1/2022,09:25:10,20,1230,0.0753594,2,18.51851852,3
57,11/1/2022,09:25:26,21,677,0.0353496,3,9.285714286,4
58,11/1/2022,09:25:36,11,9,0.0412797,3,25.71428571,3
59,11/1/2022,09:26:34,22,80,0.0648203,2,18.57142857,3
60,11/1/2022,09:26:41,11,9,0.050788,3,25.71428571,3
61,11/1/2022,09:26:43,5,108,0.0781116,2,30.43478261,3
62,11/1/2022,09:27:43,7,293,0.1740993,1,22.85714286,3
63,11/1/2022,09:27:46,6,408,0.0627687,2,17.85714286,3
64,11/1/2022,09:33:00,0,323,0.0474775,3,10.71428571,4
65,11/1/2022,09:33:32,7,822,0.1210914,2,22.85714286,3
66,11/1/2022,09:33:46,12,327,0.1251462,1,1.851851852,4
67,11/1/2022,09:34:46,11,25,0.0558089,3,25.71428571,3
68,11/1/2022,09:35:26,17,1137,0.1150025,2,5.555555556,4
69,11/1/2022,09:35:47,23,99,0.1124653,2,37.14285714,1
70,11/1/2022,09:36:57,4,1188,0.1523328,1,40,1
71,11/1/2022,09:36:59,24,158,0.0547368,3,14.28571429,4
72,11/1/2022,09:37:02,18,316,0.0494224,3,32.85714286,2
73,11/1/2022,09:37:40,25,128,0.0408418,3,5.714285714,4
74,11/1/2022,09:38:03,26,557,0.1646745,1,32.14285714,2
75,11/1/2022,09:38:19,27,137,0.028768,3,22.22222222,3
76,11/1/2022,09:38:31,28,199,0.0807114,2,14.81481481,3
77,11/1/2022,09:39:23,16,1105,0.1124653,2,33.57142857,2
78,11/1/2022,09:39:42,5,405,0.1073917,2,30.43478261,3
79,11/1/2022,09:40:24,14,1051,0.1610666,1,42.85714286,1
80,11/1/2022,09:40:34,9,593,0.1525921,1,30,2
81,11/1/2022,09:41:35,6,873,0.1731493,1,17.85714286,3
82,11/1/2022,09:42:08,11,58,0.0344008,3,25.71428571,3
83,11/1/2022,09:43:49,18,316,0.1646738,1,32.85714286,2
84,11/1/2022,09:45:08,12,384,0.0267477,3,1.851851852,4
85,11/1/2022,09:45:28,21,3252,0.1418471,1,9.285714286,4
86,11/1/2022,09:46:18,29,727,0.1424082,1,5,4
87,11/1/2022,09:46:46,2,931,0.0811058,2,29.28571429,2
88,11/1/2022,09:47:27,27,206,0.0510916,3,22.22222222,3
89,11/1/2022,09:48:07,11,426,0.1258657,1,25.71428571,3
90,11/1/2022,09:48:26,0,789,0.2079666,1,10.71428571,4
91,11/1/2022,09:48:43,15,1238,0.0548334,3,31.42857143,2
92,11/1/2022,09:49:44,7,209,0.0422637,3,22.85714286,3
93,11/1/2022,09:51:03,8,828,0.1325417,1,46.42857143,1
94,11/1/2022,09:51:43,30,1178,0.1684196,1,16.42857143,4
95,11/1/2022,09:51:43,31,1889,0.1753315,1,45,1
96,11/1/2022,09:52:53,23,56,0.0944317,2,37.14285714,1
97,11/1/2022,09:52:54,25,569,0.0565813,2,5.714285714,4
98,11/1/2022,09:53:01,28,1533,0.1841759,1,14.81481481,3
99,11/1/2022,09:53:02,18,554,0.073981,2,32.85714286,2
100,11/1/2022,09:53:06,26,328,0.2248728,1,32.14285714,2
101,11/1/2022,09:53:21,32,325,0.1395034,1,2.857142857,4
102,11/1/2022,09:53:50,9,26,0.186377,1,30,2
103,11/1/2022,09:55:09,20,170,0.0450091,3,18.51851852,3
104,11/1/2022,09:55:32,13,336,0.079569,2,15.71428571,4
105,11/1/2022,09:56:07,1,698,0.0546335,3,25,3
106,11/1/2022,09:56:11,7,1186,0.125884,1,22.85714286,3
107,11/1/2022,09:56:31,23,589,0.2048908,1,37.14285714,1
108,11/1/2022,09:57:04,4,764,0.265365,1,40,1
109,11/1/2022,09:57:42,14,627,0.051362,3,42.85714286,1
110,11/1/2022,09:57:49,22,144,0.0990402,2,18.57142857,3
111,11/1/2022,09:58:43,9,1265,0.186377,1,30,2
112,11/1/2022,09:59:29,6,93,0.2074832,1,17.85714286,3
113,11/1/2022,10:00:08,14,1709,0.0651954,2,42.85714286,1
114,11/1/2022,10:00:46,3,700,0.0686082,2,17.14285714,4
115,11/1/2022,10:01:44,29,893,0.2225121,1,5,4
116,11/1/2022,10:02:07,33,1449,0.1219109,2,47.14285714,1
117,11/1/2022,10:03:56,11,345,0.0681064,2,25.71428571,3
118,11/1/2022,10:05:15,32,1129,0.0470724,3,2.857142857,4
119,11/1/2022,10:05:48,12,222,0.0428,3,1.851851852,4
120,11/1/2022,10:06:10,8,1193,0.153031,1,46.42857143,1
121,11/1/2022,10:06:37,16,179,0.055655,3,33.57142857,2
122,11/1/2022,10:07:59,23,124,0.1616917,1,37.14285714,1
123,11/1/2022,10:09:33,14,649,0.1049209,2,42.85714286,1
124,11/1/2022,10:10:29,19,70,0.0505764,3,35.18518519,1
125,11/1/2022,10:10:31,17,352,0.1150025,2,5.555555556,4
126,11/1/2022,10:10:46,34,66,0.0772174,2,4.285714286,4
127,11/1/2022,10:10:51,16,720,0.1263271,1,33.57142857,2
128,11/1/2022,10:10:54,35,644,0.0670912,2,30.71428571,2
129,11/1/2022,10:13:00,5,47,0.078309,2,30.43478261,3
130,11/1/2022,10:13:10,6,855,0.0772174,2,17.85714286,3
131,11/1/2022,10:13:47,22,207,0.0727246,2,18.57142857,3
132,11/1/2022,10:14:29,13,1228,0.0876321,2,15.71428571,4
133,11/1/2022,10:14:55,24,379,0.1352699,1,14.28571429,4
134,11/1/2022,10:15:36,0,1113,0.1157864,2,10.71428571,4
135,11/1/2022,10:15:45,27,90,0.0662408,2,22.22222222,3
136,11/1/2022,10:16:16,1,651,0.2337531,1,25,3
137,11/1/2022,10:16:33,18,656,0.1995626,1,32.85714286,2
138,11/1/2022,10:17:27,15,3740,0.0392758,3,31.42857143,2
139,11/1/2022,10:17:59,36,1300,0.0507136,3,45.71428571,1
140,11/1/2022,10:19:18,30,720,0.0638758,2,16.42857143,4
141,11/1/2022,10:19:42,20,130,0.0348216,3,18.51851852,3
142,11/1/2022,10:20:04,34,852,0.032887,3,4.285714286,4
143,11/1/2022,10:21:18,5,362,0.051594,3,30.43478261,3
144,11/1/2022,10:22:49,31,451,0.0647894,2,45,1
145,11/1/2022,10:23:19,29,676,0.1161186,2,5,4
146,11/1/2022,10:24:09,35,1397,0.1415148,1,30.71428571,2
147,11/1/2022,10:24:20,16,1484,0.2825292,1,33.57142857,2
148,11/1/2022,10:25:02,22,631,0.0496659,3,18.57142857,3
149,11/1/2022,10:25:43,37,18,0.0473753,3,2.142857143,4
150,11/1/2022,10:26:04,9,228,0.0507374,3,30,2
151,11/1/2022,10:26:52,38,215,0.0357677,3,3.703703704,4
152,11/1/2022,10:28:02,23,514,0.0756093,2,37.14285714,1
153,11/1/2022,10:28:06,24,1077,0.2248269,1,14.28571429,4
154,11/1/2022,10:28:09,32,552,0.0329814,3,2.857142857,4
155,11/1/2022,10:29:06,2,288,0.1263271,1,29.28571429,2
156,11/1/2022,10:30:32,18,524,0.1999147,1,32.85714286,2
157,11/1/2022,10:30:52,31,130,0.030221,3,45,1
158,11/1/2022,10:30:53,3,2410,0.0475311,3,17.14285714,4
159,11/1/2022,10:31:08,37,279,0.186377,1,2.142857143,4
160,11/1/2022,10:31:24,1,603,0.1547389,1,25,3
161,11/1/2022,10:31:31,7,942,0.127675,1,22.85714286,3
162,11/1/2022,10:32:15,5,52,0.2571634,1,30.43478261,3
163,11/1/2022,10:32:27,39,177,0.1272102,1,20.71428571,3
164,11/1/2022,10:32:38,19,55,0.1253644,1,35.18518519,1
165,11/1/2022,10:32:40,9,424,0.270194,1,30,2
166,11/1/2022,10:33:09,33,1701,0.0536335,3,47.14285714,1
167,11/1/2022,10:33:14,31,130,0.0740334,2,45,1
168,11/1/2022,10:34:43,17,2137,0.1252006,1,5.555555556,4
169,11/1/2022,10:36:48,10,3587,0.0415105,3,24.28571429,3
170,11/1/2022,10:37:38,20,187,0.1076531,2,18.51851852,3
171,11/1/2022,10:37:47,28,229,0.0515294,3,14.81481481,3
172,11/1/2022,10:37:57,4,1528,0.1784097,1,40,1
173,11/1/2022,10:38:55,6,32,0.0507522,3,17.85714286,3
174,11/1/2022,10:39:04,30,439,0.081779,2,16.42857143,4
175,11/1/2022,10:39:41,25,170,0.1367272,1,5.714285714,4
176,11/1/2022,10:40:06,6,227,0.078443,2,17.85714286,3
177,11/1/2022,10:40:16,27,395,0.0563629,2,22.22222222,3
178,11/1/2022,10:41:16,5,323,0.0333257,3,30.43478261,3
179,11/1/2022,10:41:28,36,253,0.0598886,2,45.71428571,1
180,11/1/2022,10:41:58,2,389,0.0507522,3,29.28571429,2
181,11/1/2022,10:42:08,8,601,0.0592774,2,46.42857143,1
182,11/1/2022,10:42:43,0,151,0.0454952,3,10.71428571,4
183,11/1/2022,10:43:25,5,125,0.0500646,3,30.43478261,3
184,11/1/2022,10:43:36,9,1788,0.2094421,1,30,2
185,11/1/2022,10:44:18,24,1761,0.1159782,2,14.28571429,4
186,11/1/2022,10:44:24,38,408,0.0589177,2,3.703703704,4
187,11/1/2022,10:46:25,11,444,0.0784805,2,25.71428571,3
188,11/1/2022,10:46:37,34,406,0.0441135,3,4.285714286,4
189,11/1/2022,10:46:49,36,309,0.1916559,1,45.71428571,1
190,11/1/2022,10:47:09,29,701,0.1553965,1,5,4
191,11/1/2022,10:47:38,13,1249,0.1743061,1,15.71428571,4
192,11/1/2022,10:48:32,22,820,0.0792835,2,18.57142857,3
193,11/1/2022,10:49:33,16,1272,0.0995201,2,33.57142857,2
194,11/1/2022,10:51:29,32,693,0.0487696,3,2.857142857,4
195,11/1/2022,10:52:07,21,933,0.0449126,3,9.285714286,4
196,11/1/2022,10:52:44,18,793,0.0642833,2,32.85714286,2
197,11/1/2022,10:53:39,1,406,0.0544931,3,25,3
198,11/1/2022,10:54:08,8,1405,0.1544007,1,46.42857143,1
199,11/1/2022,10:54:14,39,203,0.0564205,2,20.71428571,3
200,11/1/2022,10:54:21,12,304,0.1574022,1,1.851851852,4
201,11/1/2022,10:54:29,25,104,0.1379696,1,5.714285714,4
202,11/1/2022,10:55:08,31,626,0.0898981,2,45,1
203,11/1/2022,10:55:41,36,527,0.1079844,2,45.71428571,1
204,11/1/2022,10:57:57,26,419,0.123648,2,32.14285714,2
205,11/1/2022,10:59:13,19,138,0.1302516,1,35.18518519,1
206,11/1/2022,10:59:24,14,888,0.1914454,1,42.85714286,1
207,11/1/2022,11:00:27,30,1220,0.0393775,3,16.42857143,4
208,11/1/2022,11:01:54,2,1414,0.1560385,1,29.28571429,2
209,11/1/2022,11:02:14,33,190,0.0438287,3,47.14285714,1
210,11/1/2022,11:02:30,35,1972,0.2039068,1,30.71428571,2
211,11/1/2022,11:03:14,20,1806,0.0500243,3,18.51851852,3
212,11/1/2022,11:04:12,39,83,0.0233342,3,20.71428571,3
213,11/1/2022,11:04:49,34,230,0.1646233,1,4.285714286,4
214,11/1/2022,11:05:32,36,382,0.0280988,3,45.71428571,1
215,11/1/2022,11:06:40,25,124,0.1847691,1,5.714285714,4
216,11/1/2022,11:06:42,31,1155,0.1175111,2,45,1
217,11/1/2022,11:06:57,33,1205,0.1592721,1,47.14285714,1
218,11/1/2022,11:09:36,39,931,0.0743932,2,20.71428571,3
219,11/1/2022,11:10:47,38,207,0.1192363,2,3.703703704,4
220,11/1/2022,11:11:17,16,1027,0.2112619,1,33.57142857,2
221,11/1/2022,11:12:21,29,600,0.040404,3,5,4
222,11/1/2022,11:12:49,6,194,0.0361437,3,17.85714286,3
223,11/1/2022,11:13:35,1,960,0.054599,3,25,3
224,11/1/2022,11:14:29,5,283,0.1263271,1,30.43478261,3
225,11/1/2022,11:14:30,36,386,0.1263271,1,45.71428571,1
226,11/1/2022,11:14:34,40,122,0.1252006,1,16.66666667,3
227,11/1/2022,11:14:50,32,673,0.0887485,2,2.857142857,4
228,11/1/2022,11:16:18,27,688,0.1836334,1,22.22222222,3
229,11/1/2022,11:16:31,22,10,0.0733082,2,18.57142857,3
230,11/1/2022,11:17:41,37,246,0.0473672,3,2.142857143,4
231,11/1/2022,11:17:41,26,626,0.0434396,3,32.14285714,2
232,11/1/2022,11:18:30,11,982,0.2035414,1,25.71428571,3
233,11/1/2022,11:18:35,14,1703,0.1263271,1,42.85714286,1
234,11/1/2022,11:18:47,18,297,0.1136483,2,32.85714286,2
235,11/1/2022,11:18:55,41,8,0.1784209,1,38.88888889,1
236,11/1/2022,11:19:07,12,368,0.1250604,1,1.851851852,4
237,11/1/2022,11:20:20,13,2634,0.050788,3,15.71428571,4
238,11/1/2022,11:21:05,21,658,0.0684825,2,9.285714286,4
239,11/1/2022,11:21:21,34,128,0.1263271,1,4.285714286,4
240,11/1/2022,11:22:10,0,176,0.2286739,1,10.71428571,4
241,11/1/2022,11:22:15,37,242,0.0339144,3,2.142857143,4
242,11/1/2022,11:23:15,4,1468,0.186377,1,40,1
243,11/1/2022,11:23:27,7,196,0.0219409,3,22.85714286,3
244,11/1/2022,11:24:05,3,346,0.0487696,3,17.14285714,4
245,11/1/2022,11:28:38,25,100,0.0261858,3,5.714285714,4
246,11/1/2022,11:28:43,7,1974,0.1376432,1,22.85714286,3
247,11/1/2022,11:29:22,6,112,0.1473281,1,17.85714286,3
248,11/1/2022,11:29:34,5,201,0.0416773,3,30.43478261,3
249,11/1/2022,11:30:40,36,1210,0.1263271,1,45.71428571,1
250,11/1/2022,11:30:48,31,1169,0.089684,2,45,1
251,11/1/2022,11:31:58,38,250,0.0634242,2,3.703703704,4
252,11/1/2022,11:32:04,16,250,0.1507954,1,33.57142857,2
253,11/1/2022,11:32:37,32,125,0.0477989,3,2.857142857,4
254,11/1/2022,11:32:43,15,500,0.0575753,2,31.42857143,2
255,11/1/2022,11:33:56,30,84,0.159741,1,16.42857143,4
256,11/1/2022,11:34:02,40,716,0.0712054,2,16.66666667,3
257,11/1/2022,11:35:05,29,554,0.0334509,3,5,4
258,11/1/2022,11:35:42,34,625,0.0457801,3,4.285714286,4
259,11/1/2022,11:36:27,42,774,0.1473281,1,47.85714286,1
260,11/1/2022,11:37:33,2,268,0.0487696,3,29.28571429,2
261,11/1/2022,11:37:41,0,217,0.0567662,2,10.71428571,4
262,11/1/2022,11:38:03,16,289,0.0887604,2,33.57142857,2
263,11/1/2022,11:38:17,24,465,0.2571634,1,14.28571429,4
264,11/1/2022,11:38:34,33,297,0.1382792,1,47.14285714,1
265,11/1/2022,11:39:39,35,1761,0.152572,1,30.71428571,2
266,11/1/2022,11:40:40,26,674,0.0220798,3,32.14285714,2
267,11/1/2022,11:42:31,3,2547,0.0487696,3,17.14285714,4
268,11/1/2022,11:42:37,1,709,0.0509277,3,25,3
269,11/1/2022,11:42:49,43,1392,0.1097811,2,50,1
270,11/1/2022,11:43:02,44,324,0.050788,3,34.28571429,2
271,11/1/2022,11:43:24,6,168,0.0542355,3,17.85714286,3
272,11/1/2022,11:43:30,12,330,0.1186344,2,1.851851852,4
273,11/1/2022,11:44:20,16,848,0.0750673,2,33.57142857,2
274,11/1/2022,11:45:31,5,1175,0.1675847,1,30.43478261,3
275,11/1/2022,11:47:38,14,805,0.0461777,3,42.85714286,1
276,11/1/2022,11:47:55,45,244,0.0900011,2,20.37037037,3
277,11/1/2022,11:48:53,32,177,0.0525633,3,2.857142857,4
278,11/1/2022,11:50:22,28,220,0.0515294,3,14.81481481,3
279,11/1/2022,11:50:22,0,902,0.1586643,1,10.71428571,4
280,11/1/2022,11:50:32,18,1423,0.0608152,2,32.85714286,2
281,11/1/2022,11:50:40,36,462,0.0540535,3,45.71428571,1
282,11/1/2022,11:50:58,31,2333,0.1241361,2,45,1
283,11/1/2022,11:51:40,2,201,0.1531943,1,29.28571429,2
284,11/1/2022,11:52:42,30,169,0.153031,1,16.42857143,4
285,11/1/2022,11:53:17,8,2276,0.2273362,1,46.42857143,1
286,11/1/2022,11:53:31,10,693,0.0516742,3,24.28571429,3
287,11/1/2022,11:54:47,38,118,0.0899859,2,3.703703704,4
288,11/1/2022,11:54:55,22,42,0.0487696,3,18.57142857,3
289,11/1/2022,11:55:02,23,731,0.2370727,1,37.14285714,1
290,11/1/2022,11:55:11,22,473,0.0646429,2,18.57142857,3
291,11/1/2022,11:56:31,34,2096,0.0613418,2,4.285714286,4
292,11/1/2022,11:56:37,46,705,0.050496,3,17.39130435,4
293,11/1/2022,11:56:55,6,1149,0.2404138,1,17.85714286,3
294,11/1/2022,11:57:06,24,1554,0.1520872,1,14.28571429,4
295,11/1/2022,11:57:13,30,471,0.050788,3,16.42857143,4
296,11/1/2022,11:57:18,4,999,0.089684,2,40,1
297,11/1/2022,11:58:40,16,1278,0.112183,2,33.57142857,2
298,11/1/2022,11:59:02,36,435,0.1832289,1,45.71428571,1
299,11/1/2022,12:00:19,19,366,0.1320197,1,35.18518519,1
300,11/1/2022,12:00:21,44,1160,0.1945142,1,34.28571429,2
301,11/1/2022,12:01:21,33,1482,0.1226711,2,47.14285714,1
302,11/1/2022,12:01:49,25,894,0.1744828,1,5.714285714,4
303,11/1/2022,12:02:40,32,498,0.0357095,3,2.857142857,4
304,11/1/2022,12:03:21,14,368,0.1263271,1,42.85714286,1
305,11/1/2022,12:03:53,11,54,0.0345255,3,25.71428571,3
306,11/1/2022,12:04:03,0,293,0.1869946,1,10.71428571,4
307,11/1/2022,12:04:15,7,373,0.1203704,2,22.85714286,3
308,11/1/2022,12:04:19,21,17,0.0506981,3,9.285714286,4
309,11/1/2022,12:04:30,2,1126,0.1632288,1,29.28571429,2
310,11/1/2022,12:05:09,37,612,0.1001549,2,2.142857143,4
311,11/1/2022,12:05:40,1,836,0.0623506,2,25,3
312,11/1/2022,12:05:56,40,119,0.0612509,2,16.66666667,3
313,11/1/2022,12:06:01,36,2075,0.0290543,3,45.71428571,1
314,11/1/2022,12:06:09,11,227,0.1543602,1,25.71428571,3
315,11/1/2022,12:06:30,23,636,0.1474524,1,37.14285714,1
316,11/1/2022,12:07:15,47,53,0.0715437,2,49.28571429,1
317,11/1/2022,12:08:24,12,1991,0.1176723,2,1.851851852,4
318,11/1/2022,12:09:15,14,520,0.0524372,3,42.85714286,1
319,11/1/2022,12:09:58,35,308,0.1294874,1,30.71428571,2
320,11/1/2022,12:10:35,9,60,0.1564798,1,30,2
321,11/1/2022,12:10:44,39,405,0.1263271,1,20.71428571,3
322,11/1/2022,12:11:25,45,64,0.1624156,1,20.37037037,3
323,11/1/2022,12:11:59,29,1088,0.186377,1,5,4
324,11/1/2022,12:12:39,7,290,0.1262354,1,22.85714286,3
325,11/1/2022,12:13:42,22,369,0.1507954,1,18.57142857,3
326,11/1/2022,12:13:56,21,600,0.0616148,2,9.285714286,4
327,11/1/2022,12:16:49,5,133,0.0461777,3,30.43478261,3
328,11/1/2022,12:17:11,38,1690,0.199473,1,3.703703704,4
329,11/1/2022,12:17:11,18,1025,0.0685995,2,32.85714286,2
330,11/1/2022,12:17:14,4,318,0.0368712,3,40,1
331,11/1/2022,12:17:45,43,1018,0.1515482,1,50,1
332,11/1/2022,12:20:38,46,2270,0.0450027,3,17.39130435,4
333,11/1/2022,12:20:59,15,1285,0.2410267,1,31.42857143,2
334,11/1/2022,12:21:10,7,559,0.1206374,2,22.85714286,3
335,11/1/2022,12:23:02,16,926,0.1948221,1,33.57142857,2
336,11/1/2022,12:23:07,9,464,0.1891935,1,30,2
337,11/1/2022,12:23:43,26,845,0.2298853,1,32.14285714,2
338,11/1/2022,12:25:48,6,511,0.1269135,1,17.85714286,3
339,11/1/2022,12:27:34,33,1343,0.1507954,1,47.14285714,1
340,11/1/2022,12:28:05,25,71,0.0377679,3,5.714285714,4
341,11/1/2022,12:29:21,16,189,0.1104647,2,33.57142857,2
342,11/1/2022,12:30:05,39,303,0.2715478,1,20.71428571,3
343,11/1/2022,12:30:41,5,918,0.0739473,2,30.43478261,3
344,11/1/2022,12:31:31,4,1475,0.1790679,1,40,1
345,11/1/2022,12:32:38,10,3909,0.0382216,3,24.28571429,3
346,11/1/2022,12:33:01,44,47,0.0623506,2,34.28571429,2
347,11/1/2022,12:33:02,22,44,0.1038725,2,18.57142857,3
348,11/1/2022,12:33:17,11,50,0.0290468,3,25.71428571,3
349,11/1/2022,12:33:58,0,595,0.0417399,3,10.71428571,4
350,11/1/2022,12:34:40,2,278,0.1507954,1,29.28571429,2
351,11/1/2022,12:34:41,35,636,0.0294047,3,30.71428571,2
352,11/1/2022,12:35:22,40,91,0.0544873,3,16.66666667,3
353,11/1/2022,12:36:05,21,2655,0.1849073,1,9.285714286,4
354,11/1/2022,12:36:09,14,1803,0.1063127,2,42.85714286,1
355,11/1/2022,12:37:18,9,1279,0.3875278,1,30,2
356,11/1/2022,12:37:19,3,397,0.030729,3,17.14285714,4
357,11/1/2022,12:38:32,42,649,0.14657,1,47.85714286,1
358,11/1/2022,12:41:16,25,187,0.0474788,3,5.714285714,4
359,11/1/2022,12:43:20,41,442,0.0900294,2,38.88888889,1
360,11/1/2022,12:44:37,16,1301,0.1690817,1,33.57142857,2
361,11/1/2022,12:44:57,48,23,0.1313575,1,4.545454546,4
362,11/1/2022,12:45:06,29,308,0.1231176,2,5,4
363,11/1/2022,12:46:53,22,1626,0.0641232,2,18.57142857,3
364,11/1/2022,12:47:21,31,58,0.1701053,1,45,1
365,11/1/2022,12:48:11,6,231,0.1285815,1,17.85714286,3
366,11/1/2022,12:49:01,37,88,0.1312918,1,2.142857143,4
