,date,call_arrive_time,agent_id,serve_time,type_call,type_agent,,,score_call,score_agent
913,11/1/2022,11:35:42,105,625,3,4,,,0.0457801,4.285714286
914,11/1/2022,11:36:27,130,774,1,1,,,0.1473281,47.85714286
915,11/1/2022,11:36:28,131,224,?,3,,,?,13.63636364
916,11/1/2022,11:36:30,24,2082,?,3,,,?,18.75
917,11/1/2022,11:36:32,35,2498,?,1,,,?,50
918,11/1/2022,11:36:58,9,1232,?,2,,,?,33.33333333
919,11/1/2022,11:37:03,59,624,?,2,,,?,25
920,11/1/2022,11:37:20,78,184,?,2,,,?,40.625
921,11/1/2022,11:37:20,123,256,?,3,,,?,18.18181818
922,11/1/2022,11:37:24,18,735,?,3,,,?,23.57142857
923,11/1/2022,11:37:33,10,268,3,2,,,0.0487696,29.28571429
924,11/1/2022,11:37:41,1,217,2,4,,,0.0567662,10.71428571
925,11/1/2022,11:37:52,61,1228,?,3,,,?,6.25
926,11/1/2022,11:38:03,71,289,2,2,,,0.0887604,33.57142857
927,11/1/2022,11:38:07,44,1186,?,3,,,?,16.66666667
928,11/1/2022,11:38:15,118,407,?,1,,,?,45
929,11/1/2022,11:38:15,63,1162,?,3,,,?,29.62962963
930,11/1/2022,11:38:17,84,465,1,4,,,0.2571634,14.28571429
931,11/1/2022,11:38:34,98,297,1,1,,,0.1382792,47.14285714
932,11/1/2022,11:39:39,106,1761,1,2,,,0.152572,30.71428571
933,11/1/2022,11:39:59,121,126,?,2,,,?,18.91891892
934,11/1/2022,11:40:08,103,278,?,3,,,?,20
935,11/1/2022,11:40:08,8,805,?,3,,,?,0
936,11/1/2022,11:40:20,48,489,?,1,,,?,46.2962963
937,11/1/2022,11:40:36,109,146,?,2,,,?,36.66666667
938,11/1/2022,11:40:37,46,3020,?,1,,,?,39.28571429
939,11/1/2022,11:40:40,86,674,3,2,,,0.0220798,32.14285714
940,11/1/2022,11:41:08,97,273,?,2,,,?,27.14285714
941,11/1/2022,11:41:11,30,1126,?,1,,,?,36.42857143
942,11/1/2022,11:41:18,78,158,?,2,,,?,40.625
943,11/1/2022,11:41:38,16,744,?,2,,,?,40
944,11/1/2022,11:42:31,15,2547,3,4,,,0.0487696,17.14285714
945,11/1/2022,11:42:37,4,709,3,3,,,0.0509277,25
946,11/1/2022,11:42:40,114,1456,?,3,,,?,21.875
947,11/1/2022,11:42:43,82,161,?,1,,,?,48.14814815
948,11/1/2022,11:42:48,78,50,?,2,,,?,40.625
949,11/1/2022,11:42:49,132,1392,2,1,,,0.1097811,50
950,11/1/2022,11:42:52,100,683,?,1,,,?,45
951,11/1/2022,11:43:02,133,324,3,2,,,0.050788,34.28571429
952,11/1/2022,11:43:03,55,45,?,2,,,?,36.48648649
953,11/1/2022,11:43:09,128,16,?,3,,,?,20
954,11/1/2022,11:43:24,29,168,3,3,,,0.0542355,17.85714286
955,11/1/2022,11:43:30,60,330,2,4,,,0.1186344,1.851851852
956,11/1/2022,11:44:00,42,83,?,3,,,?,9.090909091
957,11/1/2022,11:44:20,71,848,2,2,,,0.0750673,33.57142857
958,11/1/2022,11:44:21,6,697,?,2,,,?,30
959,11/1/2022,11:44:40,98,1089,2,1,,,?,47.14285714
960,11/1/2022,11:44:44,80,602,?,2,,,?,34.375
961,11/1/2022,11:44:53,92,1368,?,?,,,?,?
962,11/1/2022,11:44:58,118,3513,?,1,,,?,45
963,11/1/2022,11:45:11,43,294,?,3,,,?,22.14285714
964,11/1/2022,11:45:16,103,139,?,3,,,?,20
965,11/1/2022,11:45:31,22,1175,1,3,,,0.1675847,30.43478261
966,11/1/2022,11:45:33,47,53,?,3,,,?,5.405405405
967,11/1/2022,11:45:34,78,1054,?,2,,,?,40.625
968,11/1/2022,11:46:08,107,385,?,4,,,?,6.666666667
969,11/1/2022,11:46:28,56,1515,?,4,,,?,1.351351351
970,11/1/2022,11:46:34,55,141,?,2,,,?,36.48648649
971,11/1/2022,11:46:39,3,246,?,3,,,?,19.28571429
972,11/1/2022,11:47:24,117,234,?,1,,,?,48.64864865
973,11/1/2022,11:47:38,66,805,3,1,,,0.0461777,42.85714286
974,11/1/2022,11:47:53,33,93,?,4,,,?,2.272727273
975,11/1/2022,11:47:55,134,244,2,3,,,0.0900011,20.37037037
976,11/1/2022,11:47:56,79,984,?,2,,,?,39.18918919
977,11/1/2022,11:48:05,59,897,?,2,,,?,25
978,11/1/2022,11:48:13,41,1879,?,2,,,?,28.37837838
979,11/1/2022,11:48:15,53,1106,?,2,,,?,37.83783784
980,11/1/2022,11:48:35,39,3332,?,1,,,?,44.59459459
981,11/1/2022,11:48:53,95,177,3,4,,,0.0525633,2.857142857
982,11/1/2022,11:49:41,122,171,?,1,,,?,37.03703704
983,11/1/2022,11:49:56,135,583,?,1,,,?,47.2972973
984,11/1/2022,11:50:02,119,1613,?,1,,,?,30
985,11/1/2022,11:50:05,115,327,?,2,,,?,28.125
986,11/1/2022,11:50:22,88,220,3,3,,,0.0515294,14.81481481
987,11/1/2022,11:50:22,1,902,1,4,,,0.1586643,10.71428571
988,11/1/2022,11:50:31,19,332,2,1,,,?,40
989,11/1/2022,11:50:32,73,1423,2,2,,,0.0608152,32.85714286
990,11/1/2022,11:50:39,38,906,?,3,,,?,13.51351351
991,11/1/2022,11:50:40,110,462,3,1,,,0.0540535,45.71428571
992,11/1/2022,11:50:41,11,508,?,2,,,?,28.57142857
993,11/1/2022,11:50:46,28,117,?,1,,,?,40.71428571
994,11/1/2022,11:50:58,93,2333,2,1,,,0.1241361,45
995,11/1/2022,11:51:22,91,884,?,1,,,?,38.57142857
996,11/1/2022,11:51:24,121,155,?,2,,,?,18.91891892
997,11/1/2022,11:51:33,89,91,?,3,,,?,14.86486486
998,11/1/2022,11:51:34,96,61,?,4,,,?,5
999,11/1/2022,11:51:40,10,201,1,2,,,0.1531943,29.28571429
1000,11/1/2022,11:51:43,97,1814,?,2,,,?,27.14285714
1001,11/1/2022,11:51:55,83,152,?,1,,,?,25
1002,11/1/2022,11:52:08,68,146,?,1,,,?,44.44444444
1003,11/1/2022,11:52:09,2,237,?,2,,,?,29.72972973
1004,11/1/2022,11:52:17,70,1046,?,2,,,?,27.02702703
1005,11/1/2022,11:52:20,128,769,?,3,,,?,20
1006,11/1/2022,11:52:42,94,169,1,4,,,0.153031,16.42857143
1007,11/1/2022,11:53:17,34,2276,1,1,,,0.2273362,46.42857143
1008,11/1/2022,11:53:17,3,1314,?,3,,,?,19.28571429
1009,11/1/2022,11:53:23,25,130,?,1,,,?,47.72727273
1010,11/1/2022,11:53:30,103,1182,?,3,,,?,20
1011,11/1/2022,11:53:31,54,693,3,3,,,0.0516742,24.28571429
1012,11/1/2022,11:53:52,89,1389,?,3,,,?,14.86486486
1013,11/1/2022,11:54:14,120,92,?,3,,,?,9.45945946
1014,11/1/2022,11:54:25,107,278,?,4,,,?,6.666666667
1015,11/1/2022,11:54:25,117,848,?,1,,,?,48.64864865
1016,11/1/2022,11:54:47,113,118,2,4,,,0.0899859,3.703703704
1017,11/1/2022,11:54:55,77,42,3,3,,,0.0487696,18.57142857
1018,11/1/2022,11:54:56,121,123,?,2,,,?,18.91891892
1019,11/1/2022,11:55:02,81,731,1,1,,,0.2370727,37.14285714
1020,11/1/2022,11:55:11,77,473,2,3,,,0.0646429,18.57142857
1021,11/1/2022,11:55:20,18,1209,?,3,,,?,23.57142857
1022,11/1/2022,11:55:29,80,936,?,2,,,?,34.375
1023,11/1/2022,11:56:07,52,679,?,3,,,?,12.16216216
1024,11/1/2022,11:56:09,17,74,?,2,,,?,31.25
1025,11/1/2022,11:56:10,26,705,?,1,,,?,36.36363636
1026,11/1/2022,11:56:11,129,230,?,2,,,?,31.08108108
1027,11/1/2022,11:56:18,115,1404,?,2,,,?,28.125
1028,11/1/2022,11:56:31,105,2096,2,4,,,0.0613418,4.285714286
1029,11/1/2022,11:56:37,136,705,3,4,,,0.050496,17.39130435
1030,11/1/2022,11:56:55,29,1149,1,3,,,0.2404138,17.85714286
1031,11/1/2022,11:56:55,104,795,?,1,,,?,40
1032,11/1/2022,11:56:56,12,68,?,3,,,?,11.36363636
1033,11/1/2022,11:57:06,84,1554,1,4,,,0.1520872,14.28571429
1034,11/1/2022,11:57:13,94,471,3,4,,,0.050788,16.42857143
1035,11/1/2022,11:57:18,19,999,2,1,,,0.089684,40
1036,11/1/2022,11:57:19,23,1211,?,1,,,?,40.54054054
1037,11/1/2022,11:57:36,49,248,?,2,,,?,20
1038,11/1/2022,11:58:06,131,143,?,3,,,?,13.63636364
1039,11/1/2022,11:58:27,123,154,?,3,,,?,18.18181818
1040,11/1/2022,11:58:40,71,1278,2,2,,,0.112183,33.57142857
1041,11/1/2022,11:58:42,67,2143,?,1,,,?,45.94594595
1042,11/1/2022,11:59:02,110,435,1,1,,,0.1832289,45.71428571
1043,11/1/2022,11:59:25,16,41,?,2,,,?,40
1044,11/1/2022,11:59:33,20,656,?,3,,,?,25
1045,11/1/2022,12:00:01,36,540,?,1,,,?,46.66666667
1046,11/1/2022,12:00:02,64,128,?,2,,,?,31.48148148
1047,11/1/2022,12:00:19,74,366,1,1,,,0.1320197,35.18518519
1048,11/1/2022,12:00:21,133,1160,1,2,,,0.1945142,34.28571429
1049,11/1/2022,12:00:38,129,286,?,2,,,?,31.08108108
1050,11/1/2022,12:00:48,43,633,?,3,,,?,22.14285714
1051,11/1/2022,12:01:02,6,74,?,2,,,?,30
1052,11/1/2022,12:01:21,98,1482,2,1,,,0.1226711,47.14285714
1053,11/1/2022,12:01:26,11,287,?,2,,,?,28.57142857
1054,11/1/2022,12:01:46,30,391,?,1,,,?,36.42857143
1055,11/1/2022,12:01:47,100,995,?,1,,,?,45
1056,11/1/2022,12:01:49,85,894,1,4,,,0.1744828,5.714285714
1057,11/1/2022,12:01:51,107,74,?,4,,,?,6.666666667
1058,11/1/2022,12:02:19,99,58,?,1,,,?,50
1059,11/1/2022,12:02:40,95,498,3,4,,,0.0357095,2.857142857
1060,11/1/2022,12:02:46,17,58,?,2,,,?,31.25
1061,11/1/2022,12:03:06,2,702,?,2,,,?,29.72972973
1062,11/1/2022,12:03:12,28,894,?,1,,,?,40.71428571
1063,11/1/2022,12:03:18,16,958,?,2,,,?,40
1064,11/1/2022,12:03:21,66,368,1,1,,,0.1263271,42.85714286
1065,11/1/2022,12:03:21,59,164,?,2,,,?,25
1066,11/1/2022,12:03:22,82,77,?,1,,,?,48.14814815
1067,11/1/2022,12:03:42,6,143,?,2,,,?,30
1068,11/1/2022,12:03:51,42,550,?,3,,,?,9.090909091
1069,11/1/2022,12:03:53,57,54,3,3,,,0.0345255,25.71428571
1070,11/1/2022,12:04:03,1,293,1,4,,,0.1869946,10.71428571
1071,11/1/2022,12:04:15,31,373,2,3,,,0.1203704,22.85714286
1072,11/1/2022,12:04:18,17,344,?,2,,,?,31.25
1073,11/1/2022,12:04:19,76,17,3,4,,,0.0506981,9.285714286
1074,11/1/2022,12:04:30,10,1126,1,2,,,0.1632288,29.28571429
1075,11/1/2022,12:04:32,83,257,?,1,,,?,25
1076,11/1/2022,12:04:46,128,484,?,3,,,?,20
1077,11/1/2022,12:05:08,78,1150,?,2,,,?,40.625
1078,11/1/2022,12:05:09,112,612,2,4,,,0.1001549,2.142857143
1079,11/1/2022,12:05:31,14,336,?,2,,,?,27.27272727
1080,11/1/2022,12:05:40,4,836,2,3,,,0.0623506,25
1081,11/1/2022,12:05:44,129,383,?,2,,,?,31.08108108
1082,11/1/2022,12:05:55,99,278,?,1,,,?,50
1083,11/1/2022,12:05:56,125,119,2,3,,,0.0612509,16.66666667
1084,11/1/2022,12:06:01,110,2075,3,1,,,0.0290543,45.71428571
1085,11/1/2022,12:06:09,57,227,1,3,,,0.1543602,25.71428571
1086,11/1/2022,12:06:15,79,196,?,2,,,?,39.18918919
1087,11/1/2022,12:06:23,27,150,?,3,,,?,20.45454545
1088,11/1/2022,12:06:30,81,636,1,1,,,0.1474524,37.14285714
1089,11/1/2022,12:06:34,37,60,?,2,,,?,35.13513514
1090,11/1/2022,12:06:41,37,1074,?,2,,,?,35.13513514
1091,11/1/2022,12:07:03,121,195,?,2,,,?,18.91891892
1092,11/1/2022,12:07:05,91,888,?,1,,,?,38.57142857
1093,11/1/2022,12:07:15,137,53,2,1,,,0.0715437,49.28571429
1094,11/1/2022,12:07:28,114,125,?,3,,,?,21.875
1095,11/1/2022,12:08:24,60,1991,2,4,,,0.1176723,1.851851852
1096,11/1/2022,12:08:47,5,1008,?,1,,,?,43.24324324
1097,11/1/2022,12:09:07,53,186,?,2,,,?,37.83783784
1098,11/1/2022,12:09:15,66,520,3,1,,,0.0524372,42.85714286
1099,11/1/2022,12:09:18,92,19,?,?,,,?,?
1100,11/1/2022,12:09:55,30,849,?,1,,,?,36.42857143
1101,11/1/2022,12:09:58,106,308,1,2,,,0.1294874,30.71428571
1102,11/1/2022,12:10:18,83,1911,?,1,,,?,25
1103,11/1/2022,12:10:29,65,305,?,2,,,?,21.62162162
1104,11/1/2022,12:10:29,114,213,?,3,,,?,21.875
1105,11/1/2022,12:10:30,108,710,?,3,,,?,10
1106,11/1/2022,12:10:35,45,60,1,2,,,0.1564798,30
1107,11/1/2022,12:10:44,116,405,1,3,,,0.1263271,20.71428571
1108,11/1/2022,12:10:58,17,194,?,2,,,?,31.25
1109,11/1/2022,12:11:10,135,489,?,1,,,?,47.2972973
1110,11/1/2022,12:11:17,33,149,?,4,,,?,2.272727273
1111,11/1/2022,12:11:25,134,64,1,3,,,0.1624156,20.37037037
1112,11/1/2022,12:11:27,117,634,?,1,,,?,48.64864865
1113,11/1/2022,12:11:36,107,809,?,4,,,?,6.666666667
1114,11/1/2022,12:11:40,24,115,?,3,,,?,18.75
1115,11/1/2022,12:11:59,90,1088,1,4,,,0.186377,5
1116,11/1/2022,12:12:32,13,97,?,4,,,?,6.818181818
1117,11/1/2022,12:12:39,31,290,1,3,,,0.1262354,22.85714286
1118,11/1/2022,12:12:40,47,2038,?,3,,,?,5.405405405
1119,11/1/2022,12:12:58,109,816,?,2,,,?,36.66666667
1120,11/1/2022,12:13:15,111,276,?,2,,,?,35
1121,11/1/2022,12:13:18,8,992,?,3,,,?,0
1122,11/1/2022,12:13:42,77,369,1,3,,,0.1507954,18.57142857
1123,11/1/2022,12:13:56,76,600,2,4,,,0.0616148,9.285714286
1124,11/1/2022,12:14:38,24,417,?,3,,,?,18.75
1125,11/1/2022,12:14:46,20,197,?,3,,,?,25
1126,11/1/2022,12:14:46,17,1879,?,2,,,?,31.25
1127,11/1/2022,12:14:53,129,546,?,2,,,?,31.08108108
1128,11/1/2022,12:15:04,40,722,?,2,,,?,31.81818182
1129,11/1/2022,12:15:10,121,158,?,2,,,?,18.91891892
1130,11/1/2022,12:15:27,138,156,?,3,,,?,12.5
1131,11/1/2022,12:15:28,138,45,?,3,,,?,12.5
1132,11/1/2022,12:15:40,9,221,?,2,,,?,33.33333333
1133,11/1/2022,12:15:51,114,937,?,3,,,?,21.875
1134,11/1/2022,12:15:51,92,273,?,?,,,?,?
1135,11/1/2022,12:16:06,61,59,?,3,,,?,6.25
1136,11/1/2022,12:16:09,102,94,?,3,,,?,10
1137,11/1/2022,12:16:13,128,81,?,3,,,?,20
1138,11/1/2022,12:16:22,68,164,?,1,,,?,44.44444444
1139,11/1/2022,12:16:40,55,157,?,2,,,?,36.48648649
1140,11/1/2022,12:16:41,38,1365,?,3,,,?,13.51351351
1141,11/1/2022,12:16:49,22,133,3,3,,,0.0461777,30.43478261
1142,11/1/2022,12:17:03,61,929,?,3,,,?,6.25
1143,11/1/2022,12:17:11,73,1025,2,2,,,0.0685995,32.85714286
1144,11/1/2022,12:17:11,113,1690,1,4,,,0.199473,3.703703704
1145,11/1/2022,12:17:14,19,318,3,1,,,0.0368712,40
1146,11/1/2022,12:17:30,102,15,?,3,,,?,10
1147,11/1/2022,12:17:45,132,1018,1,1,,,0.1515482,50
1148,11/1/2022,12:18:05,11,1140,?,2,,,?,28.57142857
1149,11/1/2022,12:18:09,120,124,?,3,,,?,9.45945946
1150,11/1/2022,12:19:15,35,667,?,1,,,?,50
1151,11/1/2022,12:19:22,20,24,?,3,,,?,25
1152,11/1/2022,12:19:30,138,554,?,3,,,?,12.5
1153,11/1/2022,12:20:06,9,53,?,2,,,?,33.33333333
1154,11/1/2022,12:20:26,127,228,?,1,,,?,50
1155,11/1/2022,12:20:35,20,1836,?,3,,,?,25
1156,11/1/2022,12:20:38,136,2270,3,4,,,0.0450027,17.39130435
1157,11/1/2022,12:20:56,102,1876,?,3,,,?,10
1158,11/1/2022,12:20:59,69,1285,1,2,,,0.2410267,31.42857143
1159,11/1/2022,12:21:06,103,133,?,3,,,?,20
1160,11/1/2022,12:21:09,32,494,?,1,,,?,44.28571429
1161,11/1/2022,12:21:10,31,559,2,3,,,0.1206374,22.85714286
1162,11/1/2022,12:22:04,96,79,?,4,,,?,5
1163,11/1/2022,12:22:14,23,800,?,1,,,?,40.54054054
1164,11/1/2022,12:22:15,16,913,?,2,,,?,40
1165,11/1/2022,12:22:41,56,655,?,4,,,?,1.351351351
1166,11/1/2022,12:22:55,24,866,?,3,,,?,18.75
1167,11/1/2022,12:23:02,71,926,1,2,,,0.1948221,33.57142857
1168,11/1/2022,12:23:07,45,464,1,2,,,0.1891935,30
1169,11/1/2022,12:23:08,7,631,?,4,,,?,0
1170,11/1/2022,12:23:43,86,845,1,2,,,0.2298853,32.14285714
1171,11/1/2022,12:23:43,0,251,?,2,,,?,30
1172,11/1/2022,12:23:47,53,1193,?,2,,,?,37.83783784
1173,11/1/2022,12:23:52,18,164,?,3,,,?,23.57142857
1174,11/1/2022,12:24:11,78,147,?,2,,,?,40.625
1175,11/1/2022,12:24:17,108,249,?,3,,,?,10
1176,11/1/2022,12:24:52,3,486,?,3,,,?,19.28571429
1177,11/1/2022,12:25:13,89,1481,?,3,,,?,14.86486486
1178,11/1/2022,12:25:37,129,373,?,2,,,?,31.08108108
1179,11/1/2022,12:25:38,58,61,?,4,,,?,0
1180,11/1/2022,12:25:48,29,511,1,3,,,0.1269135,17.85714286
1181,11/1/2022,12:25:52,41,868,?,2,,,?,28.37837838
1182,11/1/2022,12:26:17,30,1387,?,1,,,?,36.42857143
1183,11/1/2022,12:26:34,108,788,?,3,,,?,10
1184,11/1/2022,12:26:40,107,246,?,4,,,?,6.666666667
1185,11/1/2022,12:26:44,91,975,?,1,,,?,38.57142857
1186,11/1/2022,12:26:58,51,591,?,1,,,?,42.14285714
1187,11/1/2022,12:27:34,2,62,?,2,,,?,29.72972973
1188,11/1/2022,12:27:34,98,1343,1,1,,,0.1507954,47.14285714
1189,11/1/2022,12:27:43,65,364,?,2,,,?,21.62162162
1190,11/1/2022,12:28:05,85,71,3,4,,,0.0377679,5.714285714
1191,11/1/2022,12:28:07,97,355,?,2,,,?,27.14285714
1192,11/1/2022,12:28:22,119,107,?,1,,,?,30
1193,11/1/2022,12:28:38,78,310,?,2,,,?,40.625
1194,11/1/2022,12:28:41,128,571,?,3,,,?,20
1195,11/1/2022,12:28:42,138,57,?,3,,,?,12.5
1196,11/1/2022,12:28:57,64,90,?,2,,,?,31.48148148
1197,11/1/2022,12:29:10,103,174,?,3,,,?,20
1198,11/1/2022,12:29:21,71,189,2,2,,,0.1104647,33.57142857
1199,11/1/2022,12:29:27,139,191,?,1,,,?,38.63636364
1200,11/1/2022,12:29:30,80,2082,?,2,,,?,34.375
1201,11/1/2022,12:29:49,82,1164,?,1,,,?,48.14814815
1202,11/1/2022,12:30:02,109,35,?,2,,,?,36.66666667
1203,11/1/2022,12:30:04,138,43,?,3,,,?,12.5
1204,11/1/2022,12:30:05,116,303,1,3,,,0.2715478,20.71428571
1205,11/1/2022,12:30:16,52,51,?,3,,,?,12.16216216
1206,11/1/2022,12:30:41,22,918,2,3,,,0.0739473,30.43478261
1207,11/1/2022,12:30:51,46,321,?,1,,,?,39.28571429
1208,11/1/2022,12:31:08,35,229,?,1,,,?,50
1209,11/1/2022,12:31:15,115,1132,?,2,,,?,28.125
1210,11/1/2022,12:31:29,2,184,?,2,,,?,29.72972973
1211,11/1/2022,12:31:29,135,1179,?,1,,,?,47.2972973
1212,11/1/2022,12:31:31,19,1475,1,1,,,0.1790679,40
1213,11/1/2022,12:32:07,8,43,?,3,,,?,0
1214,11/1/2022,12:32:23,140,419,?,2,,,?,24.32432432
1215,11/1/2022,12:32:35,55,769,?,2,,,?,36.48648649
1216,11/1/2022,12:32:38,54,3909,3,3,,,0.0382216,24.28571429
1217,11/1/2022,12:33:01,133,47,2,2,,,0.0623506,34.28571429
1218,11/1/2022,12:33:02,77,44,2,3,,,0.1038725,18.57142857
1219,11/1/2022,12:33:06,141,1246,?,2,,,?,16.21621622
1220,11/1/2022,12:33:16,142,6,?,3,,,?,15.625
1221,11/1/2022,12:33:17,57,50,3,3,,,0.0290468,25.71428571
1222,11/1/2022,12:33:34,79,1834,?,2,,,?,39.18918919
1223,11/1/2022,12:33:42,104,160,?,1,,,?,40
1224,11/1/2022,12:33:44,0,22,?,2,,,?,30
1225,11/1/2022,12:33:51,35,247,?,1,,,?,50
1226,11/1/2022,12:33:54,142,26,?,3,,,?,15.625
1227,11/1/2022,12:33:58,1,595,3,4,,,0.0417399,10.71428571
1228,11/1/2022,12:34:12,138,54,?,3,,,?,12.5
1229,11/1/2022,12:34:25,107,1049,?,4,,,?,6.666666667
1230,11/1/2022,12:34:35,7,1569,?,4,,,?,0
1231,11/1/2022,12:34:40,10,278,1,2,,,0.1507954,29.28571429
1232,11/1/2022,12:34:41,106,636,3,2,,,0.0294047,30.71428571
1233,11/1/2022,12:35:04,103,144,?,3,,,?,20
1234,11/1/2022,12:35:07,32,175,?,1,,,?,44.28571429
1235,11/1/2022,12:35:08,143,365,?,2,,,?,33.78378378
1236,11/1/2022,12:35:22,125,91,3,3,,,0.0544873,16.66666667
1237,11/1/2022,12:35:36,138,80,?,3,,,?,12.5
1238,11/1/2022,12:35:49,144,166,?,1,,,?,35
1239,11/1/2022,12:35:49,99,201,?,1,,,?,50
1240,11/1/2022,12:35:51,26,477,?,1,,,?,36.36363636
1241,11/1/2022,12:36:05,76,2655,1,4,,,0.1849073,9.285714286
1242,11/1/2022,12:36:09,58,85,?,4,,,?,0
1243,11/1/2022,12:36:09,66,1803,2,1,,,0.1063127,42.85714286
1244,11/1/2022,12:36:41,96,87,?,4,,,?,5
1245,11/1/2022,12:36:57,109,87,?,2,,,?,36.66666667
1246,11/1/2022,12:37:07,9,240,?,2,,,?,33.33333333
1247,11/1/2022,12:37:18,45,1279,1,2,,,0.3875278,30
1248,11/1/2022,12:37:19,15,397,3,4,,,0.030729,17.14285714
1249,11/1/2022,12:37:24,46,2563,?,1,,,?,39.28571429
1250,11/1/2022,12:37:25,104,339,?,1,,,?,40
1251,11/1/2022,12:38:29,37,190,?,2,,,?,35.13513514
1252,11/1/2022,12:38:32,130,649,1,1,,,0.14657,47.85714286
1253,11/1/2022,12:38:32,142,148,?,3,,,?,15.625
1254,11/1/2022,12:38:34,138,331,?,3,,,?,12.5
1255,11/1/2022,12:38:35,14,139,?,2,,,?,27.27272727
1256,11/1/2022,12:38:51,117,350,?,1,,,?,48.64864865
1257,11/1/2022,12:39:05,18,3033,?,3,,,?,23.57142857
1258,11/1/2022,12:39:16,120,2233,?,3,,,?,9.45945946
1259,11/1/2022,12:39:38,35,307,?,1,,,?,50
1260,11/1/2022,12:39:41,33,120,?,4,,,?,2.272727273
1261,11/1/2022,12:39:51,145,50,?,2,,,?,32.43243243
1262,11/1/2022,12:39:52,42,158,?,3,,,?,9.090909091
1263,11/1/2022,12:40:11,51,2177,?,1,,,?,42.14285714
1264,11/1/2022,12:40:12,109,45,?,2,,,?,36.66666667
1265,11/1/2022,12:40:32,103,576,?,3,,,?,20
1266,11/1/2022,12:41:16,85,187,3,4,,,0.0474788,5.714285714
1267,11/1/2022,12:41:21,144,341,?,1,,,?,35
1268,11/1/2022,12:41:30,123,1360,?,3,,,?,18.18181818
1269,11/1/2022,12:41:41,140,947,?,2,,,?,24.32432432
1270,11/1/2022,12:41:48,146,265,?,3,,,?,2.702702703
1271,11/1/2022,12:41:50,129,554,?,2,,,?,31.08108108
1272,11/1/2022,12:42:07,147,2074,?,3,,,?,10.81081081
1273,11/1/2022,12:43:09,148,100,?,2,,,?,17.56756757
1274,11/1/2022,12:43:20,126,442,2,1,,,0.0900294,38.88888889
1275,11/1/2022,12:44:26,142,99,?,3,,,?,15.625
1276,11/1/2022,12:44:26,100,1262,?,1,,,?,45
1277,11/1/2022,12:44:34,138,58,?,3,,,?,12.5
1278,11/1/2022,12:44:37,71,1301,1,2,,,0.1690817,33.57142857
1279,11/1/2022,12:44:38,99,241,?,1,,,?,50
1280,11/1/2022,12:44:52,117,1694,?,1,,,?,48.64864865
1281,11/1/2022,12:44:57,149,23,1,4,,,0.1313575,4.545454546
1282,11/1/2022,12:45:03,58,338,?,4,,,?,0
1283,11/1/2022,12:45:06,90,308,2,4,,,0.1231176,5
1284,11/1/2022,12:45:51,119,92,?,1,,,?,30
1285,11/1/2022,12:46:17,61,89,?,3,,,?,6.25
1286,11/1/2022,12:46:20,118,974,?,1,,,?,45
1287,11/1/2022,12:46:53,77,1626,2,3,,,0.0641232,18.57142857
1288,11/1/2022,12:47:03,150,372,?,3,,,?,15.90909091
1289,11/1/2022,12:47:05,121,1711,?,2,,,?,18.91891892
1290,11/1/2022,12:47:08,56,150,?,4,,,?,1.351351351
1291,11/1/2022,12:47:15,3,927,?,3,,,?,19.28571429
1292,11/1/2022,12:47:15,104,1550,?,1,,,?,40
1293,11/1/2022,12:47:17,142,309,?,3,,,?,15.625
1294,11/1/2022,12:47:21,93,58,1,1,,,0.1701053,45
1295,11/1/2022,12:47:24,151,343,?,3,,,?,6.756756757
1296,11/1/2022,12:47:39,64,610,?,2,,,?,31.48148148
1297,11/1/2022,12:47:46,138,54,?,3,,,?,12.5
1298,11/1/2022,12:47:53,35,722,?,1,,,?,50
1299,11/1/2022,12:48:11,29,231,1,3,,,0.1285815,17.85714286
1300,11/1/2022,12:48:12,32,2453,?,1,,,?,44.28571429
1301,11/1/2022,12:48:44,97,578,?,2,,,?,27.14285714
1302,11/1/2022,12:49:01,112,88,1,4,,,0.1312918,2.142857143
1303,11/1/2022,12:49:01,61,18,?,3,,,?,6.25
1304,11/1/2022,12:49:06,139,161,?,1,,,?,38.63636364
1305,11/1/2022,12:49:12,137,30,2,1,,,0.1231176,49.28571429
1306,11/1/2022,12:49:16,52,1330,?,3,,,?,12.16216216
1307,11/1/2022,12:49:22,115,63,?,2,,,?,28.125
1308,11/1/2022,12:49:48,152,825,?,1,,,?,50
1309,11/1/2022,12:50:00,138,937,?,3,,,?,12.5
1310,11/1/2022,12:50:05,109,1458,?,2,,,?,36.66666667
1311,11/1/2022,12:50:14,130,1296,1,1,,,0.1263271,47.85714286
1312,11/1/2022,12:50:21,11,333,?,2,,,?,28.57142857
1313,11/1/2022,12:50:24,153,69,?,1,,,?,50
1314,11/1/2022,12:50:38,86,219,3,2,,,0.0518061,32.14285714
1315,11/1/2022,12:50:52,124,1297,?,3,,,?,27.77777778
1316,11/1/2022,12:50:53,84,481,3,4,,,0.0302127,14.28571429
1317,11/1/2022,12:51:23,106,444,2,2,,,0.1232701,30.71428571
1318,11/1/2022,12:51:30,128,443,?,3,,,?,20
1319,11/1/2022,12:51:50,70,172,?,2,,,?,27.02702703
1320,11/1/2022,12:51:57,131,250,?,3,,,?,13.63636364
1321,11/1/2022,12:52:15,38,288,?,3,,,?,13.51351351
1322,11/1/2022,12:52:46,96,65,?,4,,,?,5
1323,11/1/2022,12:52:54,73,501,2,2,,,0.0610728,32.85714286
